title,review,date,rating,sentiment,topic
Just awful!Service is getting worse and worse,"Just awful!Service is getting worse and worse Service is getting worse and worse. Deliveryâ€™s are just left without confirming homeowner is home, not in safe place. Sensitive liquid items left in direct sunlight on front doorstep where the world and anyone walk past! One day package was thrown on front lawn. I spend a lot with Amazon and Iâ€™m seriously thinking of cancelling my account.",2024-06-21 17:01:27+00:00,1.0,Negative,Delivery
you should tell the customers thatâ€¦,you should tell the customers thatâ€¦ you should tell the customers that Barclays is declining payment options when interest rates are 0%,2024-06-21 17:53:01+00:00,1.0,Negative,Website/App
I ordered a 1 TB thumb drive and paidâ€¦,I ordered a 1 TB thumb drive and paidâ€¦ I ordered a 1 TB thumb drive and paid for expess delivery only to receive sunglasses and lip balm. I've been with Amazon since 2008 and today is the last day. I will be cancelling my account as soon as I receive my refund. I'll never shop there again!,2024-06-21 18:11:29+00:00,1.0,Negative,Product Quality
Poor customer service and deliveryâ€¦,Poor customer service and deliveryâ€¦ For a time orders came in on time according to what showed on the website. Now I think they hold orders for other orders. I will pay extra for same day and not get it until next day or I usually order next day and it can be up to 3 days to 1 week late. This is not acceptable. I use Amazon for product I use to make my products and if they can't be on time then I have to shop elsewhere since my customers don't accept continuous tardy shipments. Ii believe Amazon has gotten so big customer service is out the window. They should not say a date or day if they can't fulfill the orders on time. That is blatant fraud,2024-06-21 18:39:04+00:00,2.0,Negative,Delivery
I have always shopped with amazon andâ€¦,"I have always shopped with amazon andâ€¦ I have always shopped with amazon and I've never had any problems, good value for money, far delivery until now.I place an order and my card was declined and I couldn't understand why so i ordered again and still it declined so I placed the order again but took an item out because I got one a little cheaper which I received the next day but when I checked my bank account amazon had taken the first 2 payments so I have been in touch with my bank and they told me my orders were cancelled and amazon is holding my money so they need to pay me, I have had several conversation with amazon who said to try my bank who may have it but the haven't, I feel like I've been fobbed off so I'll have to wait till Monday.",2024-06-21 18:46:19+00:00,3.0,Negative,Customer Service
AMAZON CHINA VTOMAN SCAM,AMAZON CHINA VTOMAN SCAM Not happy with amazon selling products that never show up to your house. VTOMAN powerstation is China scam. Tell JEFF B to start getting CHINA CRAP OFF AMAZON,2024-06-21 18:59:19+00:00,1.0,Negative,Delivery
Customer service has taken a terribleâ€¦,"Customer service has taken a terribleâ€¦ Customer service has taken a terrible nose dive recently. You can't email them, you phone them and they promise to do things and then don't. They send emails that ""tell you what is going on"" (they lie) but prevent you from replying to the email so you can't tell them they are wrong. I presume the call centre was outsourced to somewhere terrible that doesn't care - to save money , but they lost this customer as a result. I have given up trying to fix the problems and will just have to take the financial hit I guess.",2024-06-21 21:57:33+00:00,1.0,Negative,Customer Service
If i could give none stars i would,"If i could give none stars i would If i could give none stars i would. I am paying for prime years and getting no service. Customer service unproffesional, always telling a different storys abiut the delay, about the shipment. I order under sink water filter on 19th June with same day delivery. Today is 21st Jyne 22:00 hours still no deliverys. I order today 2 items with the same day delivery guess what no delivery. Even management cant answer to my question where is my items . Whats the point to pay for prime? Abbey, Kelie I., Mohamed , Adriana they all told me today on the same chat different things of where is my items and why is delay. Dont recomend Amazon customer service as they unproffesional, uncknowledg, and rude. Droped my chat.",2024-06-21 23:09:56+00:00,1.0,Negative,Delivery
Amazon is garbage,"Amazon is garbage Amazon is garbage. They raise their membership cost for prime and then force prime members to watch commercials. Basically Amazon double dipping, higher fees to costumers and getting paid by sponsor commercials. Amazon does NOT hire English speaking customer service reps. They farm out that work to foreigners at slave labor savings. On top of that they have incompetent folk working behind the scenes for online access. Incorrect phone number put on my account for 2 party verification. There is literally nothing positive to say about Amazon. Pathetic company, pathetic costumer service, pathetic overall product.Dump Amazon and save the money.",2024-06-21 23:13:10+00:00,1.0,Negative,Pricing
I used to love Amazon but now I wouldâ€¦,I used to love Amazon but now I wouldâ€¦ I used to love Amazon but now I would give them 0 stars. Orders are always late if they arrive at all. I pay for prime for no reason because they always change the delivery date. Customer service is rude. I will never order from them again. Itâ€™s a joke.,2024-06-21 23:19:01+00:00,1.0,Negative,Delivery
Absolutely awful,"Absolutely awful Absolutely awful! The Amazon customer support representatives are often rude and frequently unhelpful. The so-called ""supervisor"" just informed me, ""I'm only here to take feedback and cannot provide any further assistance,"" before abruptly hanging up on me. Incredible!",2024-06-22 01:05:00+00:00,1.0,Negative,Customer Service
